SessionID,DateKey,CustomerKey,MarketingChannel,DeviceType,PageViews,DurationSeconds,ConvertedOrderNumber,CampaignCode
WEB-00020842,20221104,1470,Social,Mobile,2,148,SO-2024-228456,VIP
WEB-00020843,20250909,511,Paid Search,Desktop,1,1134,,WELCOME
WEB-00020844,20250509,207,Affiliate,Desktop,2,1247,,SUMMER
WEB-00020845,20220828,1452,Organic Search,Mobile,7,536,,NONE
WEB-00020846,20241114,785,Referral,Desktop,8,94,,WINTER
WEB-00020847,20250601,348,Referral,Tablet,2,642,SO-2023-698936,WINTER
WEB-00020848,20231224,638,Referral,Tablet,1,1457,,BIKEPRO
WEB-00020849,20251201,1412,Paid Search,Desktop,2,1037,,SUMMER
WEB-00020850,20240205,843,Social,Desktop,4,61,,NONE
WEB-00020851,20240518,1292,Referral,Desktop,3,66,,VIP
WEB-00020852,20231018,1837,Organic Search,Tablet,3,1275,SO-2025-382437,SUMMER
WEB-00020853,20240603,1744,Direct,Mobile,9,606,,SUMMER
WEB-00020854,20250911,140,Email,Desktop,6,862,,BIKEPRO
WEB-00020855,20230420,573,Email,Mobile,6,458,,WELCOME
WEB-00020856,20240204,1374,Affiliate,Tablet,4,976,,NONE
WEB-00020857,20220720,1156,Email,Tablet,11,1220,SO-2024-210025,WINTER
WEB-00020858,20250225,1609,Organic Search,Tablet,1,819,,SUMMER
WEB-00020859,20250526,241,Direct,Mobile,3,469,SO-2025-584396,VIP
WEB-00020860,20221208,1435,Direct,Desktop,6,416,,SUMMER
WEB-00020861,20230523,1805,Direct,Mobile,4,295,,WINTER
WEB-00020862,20250113,1305,Email,Mobile,6,1166,,WINTER
WEB-00020863,20230430,85,Direct,Tablet,1,621,,NONE
WEB-00020864,20240404,1453,Organic Search,Mobile,5,1511,,VIP
WEB-00020865,20221224,1131,Affiliate,Desktop,6,222,SO-2022-584704,VIP
WEB-00020866,20231113,1134,Paid Search,Mobile,7,679,SO-2022-390265,NONE
WEB-00020867,20251107,1919,Email,Tablet,2,469,SO-2024-307541,WINTER
WEB-00020868,20250605,1013,Direct,Desktop,5,1410,,WELCOME
WEB-00020869,20250918,619,Paid Search,Desktop,6,219,,BIKEPRO
WEB-00020870,20241224,1324,Referral,Tablet,6,1601,,SUMMER
WEB-00020871,20230322,668,Organic Search,Tablet,1,455,,BIKEPRO
WEB-00020872,20250610,172,Direct,Mobile,8,1109,,WELCOME
WEB-00020873,20231024,1429,Social,Mobile,8,816,SO-2025-693362,BIKEPRO
WEB-00020874,20230502,1761,Social,Desktop,6,260,,NONE
WEB-00020875,20230704,332,Referral,Tablet,7,353,,VIP
WEB-00020876,20250813,577,Affiliate,Desktop,9,1486,,NONE
WEB-00020877,20220910,568,Paid Search,Tablet,4,1699,,WINTER
WEB-00020878,20250408,1734,Paid Search,Mobile,3,1162,,BIKEPRO
WEB-00020879,20220311,973,Referral,Tablet,3,1566,,VIP
WEB-00020880,20221029,118,Organic Search,Desktop,3,532,,SUMMER
WEB-00020881,20220202,1796,Organic Search,Tablet,8,1346,SO-2023-225475,WELCOME
WEB-00020882,20230221,1050,Direct,Mobile,2,1780,,WELCOME
WEB-00020883,20221212,63,Organic Search,Tablet,7,862,,WELCOME
WEB-00020884,20220422,1835,Referral,Tablet,3,1185,,SUMMER
WEB-00020885,20240909,1407,Organic Search,Desktop,7,527,SO-2024-980128,SUMMER
WEB-00020886,20250912,1375,Affiliate,Desktop,8,1112,SO-2023-698257,WELCOME
WEB-00020887,20230322,845,Social,Tablet,6,1231,,SUMMER
WEB-00020888,20220805,281,Affiliate,Desktop,4,556,,BIKEPRO
WEB-00020889,20240125,769,Organic Search,Desktop,7,106,,NONE
WEB-00020890,20221029,1676,Paid Search,Desktop,3,481,,SUMMER
WEB-00020891,20240625,884,Referral,Desktop,1,816,,VIP
WEB-00020892,20241207,1281,Direct,Desktop,7,1565,,BIKEPRO
WEB-00020893,20240221,350,Affiliate,Mobile,4,41,,WINTER
WEB-00020894,20241221,490,Direct,Mobile,8,104,,NONE
WEB-00020895,20250310,1980,Direct,Tablet,4,1270,,VIP
WEB-00020896,20241029,1128,Referral,Tablet,4,327,,VIP
WEB-00020897,20221025,596,Referral,Mobile,8,1528,,NONE
WEB-00020898,20251003,618,Social,Desktop,1,557,,WINTER
WEB-00020899,20250529,1714,Social,Tablet,7,707,,SUMMER
WEB-00020900,20220916,1060,Email,Desktop,3,1559,,VIP
WEB-00020901,20230929,476,Direct,Tablet,3,1709,,WELCOME
WEB-00020902,20240111,1483,Email,Tablet,2,520,,VIP
WEB-00020903,20220917,1686,Organic Search,Tablet,4,1220,,SUMMER
WEB-00020904,20230311,1023,Paid Search,Desktop,6,908,,NONE
WEB-00020905,20250127,1362,Email,Desktop,3,1261,,WELCOME
WEB-00020906,20250907,1255,Organic Search,Desktop,6,1003,,BIKEPRO
WEB-00020907,20220627,1030,Social,Mobile,5,1239,,BIKEPRO
WEB-00020908,20240227,1540,Paid Search,Mobile,4,1668,,BIKEPRO
WEB-00020909,20240409,1473,Direct,Desktop,1,616,SO-2025-742856,BIKEPRO
WEB-00020910,20220929,1654,Paid Search,Mobile,2,1617,SO-2025-907170,WINTER
WEB-00020911,20240925,1036,Referral,Tablet,5,828,,BIKEPRO
WEB-00020912,20230213,398,Email,Desktop,1,195,,BIKEPRO
WEB-00020913,20251206,1249,Email,Tablet,2,907,SO-2023-544325,VIP
WEB-00020914,20230611,616,Direct,Mobile,9,1464,,WELCOME
WEB-00020915,20230611,683,Paid Search,Mobile,9,828,,SUMMER
WEB-00020916,20240619,830,Email,Desktop,1,349,,WINTER
WEB-00020917,20230812,941,Organic Search,Mobile,8,1196,,SUMMER
WEB-00020918,20240418,109,Paid Search,Tablet,7,405,SO-2024-516474,VIP
WEB-00020919,20220310,732,Paid Search,Desktop,3,444,,VIP
WEB-00020920,20250505,428,Direct,Desktop,6,799,,SUMMER
WEB-00020921,20231009,498,Email,Tablet,3,1196,,WINTER
WEB-00020922,20250719,1819,Affiliate,Tablet,1,955,,BIKEPRO
WEB-00020923,20240226,277,Paid Search,Tablet,3,30,,WELCOME
WEB-00020924,20240216,885,Direct,Mobile,8,1386,SO-2025-199533,VIP
WEB-00020925,20251019,1806,Organic Search,Desktop,4,1102,,NONE
WEB-00020926,20220502,1039,Paid Search,Desktop,6,1613,,SUMMER
WEB-00020927,20230630,1735,Affiliate,Desktop,7,108,,VIP
WEB-00020928,20251112,206,Paid Search,Mobile,4,204,,WELCOME
WEB-00020929,20220624,1024,Affiliate,Mobile,6,1114,,VIP
WEB-00020930,20220517,1539,Affiliate,Mobile,7,1670,,SUMMER
WEB-00020931,20230125,1821,Social,Tablet,3,950,SO-2025-694427,SUMMER
WEB-00020932,20240917,1030,Email,Tablet,1,880,,BIKEPRO
WEB-00020933,20250113,1669,Direct,Tablet,7,1229,,WINTER
WEB-00020934,20250415,1434,Paid Search,Tablet,7,1201,,WELCOME
WEB-00020935,20230703,1829,Email,Desktop,5,795,,VIP
WEB-00020936,20250519,948,Affiliate,Mobile,5,1076,,WELCOME
WEB-00020937,20220708,454,Organic Search,Mobile,13,362,,WINTER
WEB-00020938,20230412,1293,Direct,Desktop,3,1110,,NONE
WEB-00020939,20221212,329,Email,Tablet,3,1304,SO-2023-490902,NONE
WEB-00020940,20220314,1578,Affiliate,Desktop,6,145,,SUMMER
WEB-00020941,20240728,1127,Paid Search,Mobile,6,1682,,NONE
WEB-00020942,20230909,717,Direct,Desktop,4,284,,NONE
WEB-00020943,20230618,920,Paid Search,Tablet,1,1071,,WELCOME
WEB-00020944,20220110,1306,Social,Desktop,4,238,SO-2023-544325,NONE
WEB-00020945,20230515,1150,Paid Search,Mobile,2,719,SO-2023-139589,WINTER
WEB-00020946,20220705,1128,Direct,Tablet,1,1084,,SUMMER
WEB-00020947,20220717,873,Email,Tablet,5,449,,WINTER
WEB-00020948,20240802,1544,Email,Tablet,9,1256,,WELCOME
WEB-00020949,20231109,986,Social,Tablet,9,395,SO-2025-664496,SUMMER
WEB-00020950,20220111,206,Referral,Tablet,14,601,,NONE
WEB-00020951,20240707,1052,Organic Search,Tablet,6,482,,SUMMER
WEB-00020952,20220813,621,Affiliate,Tablet,2,1095,,WINTER
WEB-00020953,20220122,808,Social,Tablet,10,68,,VIP
WEB-00020954,20250824,760,Direct,Mobile,5,1627,SO-2024-751935,WELCOME
WEB-00020955,20241016,1829,Social,Desktop,5,343,,BIKEPRO
WEB-00020956,20220525,1686,Direct,Tablet,8,236,,SUMMER
WEB-00020957,20230502,790,Referral,Desktop,7,1438,,SUMMER
WEB-00020958,20220930,1597,Direct,Tablet,7,633,SO-2025-205314,WELCOME
WEB-00020959,20220108,1685,Paid Search,Mobile,7,324,,SUMMER
WEB-00020960,20220218,1805,Referral,Tablet,3,887,,WELCOME
WEB-00020961,20230628,1447,Organic Search,Tablet,4,1220,,BIKEPRO
WEB-00020962,20221218,456,Direct,Desktop,7,1097,,SUMMER
WEB-00020963,20230520,937,Email,Mobile,6,1132,,SUMMER
WEB-00020964,20240428,1607,Social,Tablet,10,370,,WINTER
WEB-00020965,20250619,1065,Referral,Tablet,11,295,,VIP
WEB-00020966,20230910,1930,Referral,Desktop,5,831,,SUMMER
WEB-00020967,20240323,769,Organic Search,Tablet,1,877,,BIKEPRO
WEB-00020968,20241010,775,Organic Search,Mobile,7,892,,BIKEPRO
WEB-00020969,20251117,1185,Referral,Desktop,5,410,,VIP
WEB-00020970,20240206,1549,Direct,Tablet,4,72,,WELCOME
WEB-00020971,20240223,907,Paid Search,Mobile,7,433,,SUMMER
WEB-00020972,20250516,1948,Social,Desktop,5,387,,SUMMER
WEB-00020973,20240605,1483,Email,Desktop,8,1571,,BIKEPRO
WEB-00020974,20240212,691,Direct,Tablet,2,24,,WELCOME
WEB-00020975,20240202,1568,Paid Search,Desktop,4,620,,WELCOME
WEB-00020976,20230501,527,Organic Search,Desktop,9,622,,BIKEPRO
WEB-00020977,20220224,1972,Social,Desktop,7,1477,,WINTER
WEB-00020978,20251125,917,Direct,Mobile,3,1363,,VIP
WEB-00020979,20220704,1037,Paid Search,Desktop,2,506,,VIP
WEB-00020980,20220313,248,Social,Mobile,1,579,,WINTER
WEB-00020981,20231116,853,Paid Search,Desktop,3,336,,VIP
WEB-00020982,20220819,734,Organic Search,Mobile,8,1694,,NONE
WEB-00020983,20220503,44,Email,Desktop,1,319,,WINTER
WEB-00020984,20231231,1851,Email,Desktop,5,1673,SO-2025-160531,NONE
WEB-00020985,20221224,1069,Paid Search,Mobile,5,443,,WELCOME
WEB-00020986,20230228,1134,Social,Desktop,2,903,,SUMMER
WEB-00020987,20250129,1935,Organic Search,Mobile,4,190,,VIP
WEB-00020988,20220221,1822,Direct,Desktop,3,958,,WINTER
WEB-00020989,20240121,942,Paid Search,Mobile,8,602,,VIP
WEB-00020990,20241030,576,Email,Tablet,5,44,,NONE
WEB-00020991,20230103,1916,Organic Search,Mobile,5,1128,SO-2024-261540,WINTER
WEB-00020992,20230227,383,Social,Desktop,8,1735,SO-2025-627993,BIKEPRO
WEB-00020993,20230118,1787,Direct,Tablet,2,445,,SUMMER
WEB-00020994,20220228,1388,Social,Tablet,4,194,,NONE
WEB-00020995,20220629,1342,Affiliate,Tablet,6,134,,NONE
WEB-00020996,20250810,393,Affiliate,Tablet,3,665,,BIKEPRO
WEB-00020997,20230128,469,Affiliate,Desktop,5,1244,,NONE
WEB-00020998,20230401,1655,Organic Search,Tablet,3,1374,SO-2024-902511,WINTER
WEB-00020999,20220519,1243,Organic Search,Desktop,6,75,SO-2025-705051,WELCOME
WEB-00021000,20230617,141,Paid Search,Tablet,8,1730,SO-2023-128842,WINTER
WEB-00021001,20230604,543,Email,Tablet,7,363,,VIP
WEB-00021002,20240804,1168,Direct,Desktop,5,1060,,WELCOME
WEB-00021003,20250728,320,Organic Search,Tablet,8,1731,,VIP
WEB-00021004,20230728,1118,Direct,Tablet,4,1706,,WINTER
WEB-00021005,20240207,695,Direct,Tablet,13,1180,SO-2022-663547,BIKEPRO
WEB-00021006,20240127,1849,Paid Search,Mobile,1,386,,NONE
WEB-00021007,20230821,1638,Social,Desktop,3,280,SO-2023-103611,NONE
WEB-00021008,20220908,909,Direct,Tablet,6,1583,,WINTER
WEB-00021009,20221219,475,Paid Search,Desktop,4,813,,WELCOME
WEB-00021010,20240430,135,Paid Search,Mobile,6,1659,,WINTER
WEB-00021011,20240701,201,Direct,Desktop,5,339,,VIP
WEB-00021012,20240228,1424,Email,Mobile,4,162,,WINTER
WEB-00021013,20241201,55,Referral,Tablet,6,775,,NONE
WEB-00021014,20230523,1271,Organic Search,Tablet,4,155,,WINTER
WEB-00021015,20231019,276,Affiliate,Desktop,8,128,,SUMMER
WEB-00021016,20231120,674,Organic Search,Desktop,7,1524,,BIKEPRO
WEB-00021017,20230826,916,Affiliate,Desktop,2,1076,,VIP
WEB-00021018,20251206,1288,Organic Search,Desktop,1,989,,NONE
WEB-00021019,20220420,1776,Referral,Mobile,8,1319,,SUMMER
WEB-00021020,20250510,1899,Organic Search,Mobile,3,217,,VIP
WEB-00021021,20231020,461,Referral,Desktop,1,212,,WINTER
WEB-00021022,20220416,373,Organic Search,Desktop,1,1465,,BIKEPRO
WEB-00021023,20240111,290,Affiliate,Mobile,1,366,,WINTER
WEB-00021024,20240216,1028,Affiliate,Tablet,9,879,,BIKEPRO
WEB-00021025,20230813,865,Social,Desktop,1,717,SO-2025-134241,SUMMER
WEB-00021026,20240229,,Social,Mobile,4,1142,SO-2024-155980,WINTER
WEB-00021027,20221211,238,Organic Search,Mobile,4,1437,SO-2025-249759,WELCOME
WEB-00021028,20250323,1828,Affiliate,Mobile,1,1195,,BIKEPRO
WEB-00021029,20250714,1461,Social,Desktop,3,1521,,NONE
WEB-00021030,20240811,380,Social,Tablet,4,994,,WELCOME
WEB-00021031,20250527,177,Affiliate,Desktop,6,285,SO-2025-880266,SUMMER
WEB-00021032,20220422,1573,Email,Tablet,3,1567,SO-2024-944260,BIKEPRO
WEB-00021033,20241213,1581,Social,Mobile,11,534,SO-2024-171428,VIP
WEB-00021034,20251221,1359,Organic Search,Desktop,6,681,,VIP
WEB-00021035,20250405,261,Direct,Tablet,3,83,,NONE
WEB-00021036,20231216,448,Organic Search,Desktop,5,1746,,WINTER
WEB-00021037,20230902,1253,Paid Search,Desktop,7,313,,WELCOME
WEB-00021038,20220711,267,Paid Search,Desktop,5,464,,NONE
WEB-00021039,20251216,356,Email,Desktop,1,1065,,WELCOME
WEB-00021040,20230627,1748,Email,Tablet,5,1073,,BIKEPRO
WEB-00021041,20251204,244,Direct,Mobile,8,601,SO-2024-133072,WINTER
WEB-00021042,20220110,1700,Referral,Mobile,1,1167,,NONE
WEB-00021043,20230729,826,Email,Desktop,5,616,SO-2024-641897,NONE
WEB-00021044,20230115,641,Social,Mobile,7,1058,,VIP
WEB-00021045,20240715,23,Affiliate,Desktop,5,572,,SUMMER
WEB-00021046,20220307,621,Organic Search,Desktop,7,1437,,WINTER
WEB-00021047,20220715,206,Referral,Tablet,3,1422,,WELCOME
WEB-00021048,20240614,912,Direct,Mobile,1,273,,BIKEPRO
WEB-00021049,20230825,1919,Social,Mobile,6,1274,,WELCOME
WEB-00021050,20240403,1185,Affiliate,Tablet,3,987,SO-2024-911899,VIP
WEB-00021051,20230731,474,Organic Search,Mobile,4,1145,,VIP
WEB-00021052,20250711,1134,Direct,Mobile,1,673,,BIKEPRO
WEB-00021053,20240325,352,Organic Search,Desktop,2,253,,WELCOME
WEB-00021054,20230515,1697,Referral,Mobile,4,842,,BIKEPRO
WEB-00021055,20250606,252,Organic Search,Mobile,6,1311,,NONE
WEB-00021056,20221111,66,Direct,Mobile,2,497,SO-2025-165918,NONE
WEB-00021057,20231009,73,Affiliate,Desktop,4,593,,WINTER
WEB-00021058,20240825,205,Email,Desktop,7,152,,WINTER
WEB-00021059,20230206,1250,Social,Desktop,1,1051,,WINTER
WEB-00021060,20230604,431,Direct,Tablet,5,1510,,WINTER
WEB-00021061,20221013,208,Organic Search,Mobile,1,685,,VIP
WEB-00021062,20240513,430,Email,Tablet,3,1614,,WELCOME
WEB-00021063,20250714,519,Organic Search,Mobile,11,1738,,SUMMER
WEB-00021064,20220824,936,Social,Tablet,1,501,,WINTER
WEB-00021065,20220209,887,Paid Search,Desktop,2,1060,SO-2023-682149,VIP
WEB-00021066,20240810,57,Direct,Desktop,4,1159,,SUMMER
WEB-00021067,20221128,1015,Organic Search,Desktop,5,387,,WELCOME
WEB-00021068,20240726,1827,Referral,Desktop,4,66,SO-2025-390594,NONE
WEB-00021069,20221220,227,Paid Search,Desktop,6,1243,,SUMMER
WEB-00021070,20220506,256,Paid Search,Tablet,3,580,SO-2025-619994,WINTER
WEB-00021071,20221212,1045,Direct,Mobile,2,1168,,VIP
WEB-00021072,20250910,799,Affiliate,Mobile,8,586,,SUMMER
WEB-00021073,20250204,62,Direct,Tablet,5,539,,NONE
WEB-00021074,20221225,412,Paid Search,Mobile,5,1014,,BIKEPRO
WEB-00021075,20250417,696,Organic Search,Mobile,4,1234,,BIKEPRO
WEB-00021076,20240330,845,Direct,Desktop,4,418,,SUMMER
WEB-00021077,20251017,37,Affiliate,Tablet,4,1127,,SUMMER
WEB-00021078,20230430,1922,Referral,Desktop,1,735,,WELCOME
WEB-00021079,20230522,120,Referral,Desktop,5,598,,BIKEPRO
WEB-00021080,20250602,687,Email,Mobile,8,585,,NONE
WEB-00021081,20230430,204,Email,Mobile,5,688,SO-2022-476377,WINTER
WEB-00021082,20231116,36,Social,Mobile,3,473,,BIKEPRO
WEB-00021083,20250325,1011,Social,Mobile,1,1353,,BIKEPRO
WEB-00021084,20230406,1587,Social,Mobile,9,52,SO-2024-555616,WINTER
WEB-00021085,20240922,802,Paid Search,Mobile,13,248,,NONE
WEB-00021086,20220207,1077,Paid Search,Tablet,10,321,,BIKEPRO
WEB-00021087,20251030,457,Paid Search,Mobile,6,1417,,NONE
WEB-00021088,20230407,1865,Paid Search,Desktop,6,170,,SUMMER
WEB-00021089,20220809,614,Social,Desktop,11,811,,WINTER
WEB-00021090,20220314,912,Email,Desktop,10,1536,,WINTER
WEB-00021091,20230429,1015,Paid Search,Mobile,6,739,,WINTER
WEB-00021092,20241115,1326,Email,Tablet,3,625,SO-2025-165201,VIP
WEB-00021093,20230622,1494,Direct,Tablet,7,832,,VIP
WEB-00021094,20240306,1308,Social,Mobile,1,111,,VIP
WEB-00021095,20230902,63,Referral,Desktop,7,319,,VIP
WEB-00021096,20251123,812,Affiliate,Tablet,4,370,SO-2023-943344,SUMMER
WEB-00021097,20230911,1537,Email,Tablet,4,1136,,WELCOME
WEB-00021098,20230530,1059,Referral,Desktop,2,102,,WINTER
WEB-00021099,20230217,688,Organic Search,Mobile,2,1605,,BIKEPRO
WEB-00021100,20220504,1325,Affiliate,Tablet,8,418,,BIKEPRO
WEB-00021101,20250420,1177,Organic Search,Desktop,5,37,SO-2025-749200,SUMMER
WEB-00021102,20220402,837,Organic Search,Mobile,6,38,,WINTER
WEB-00021103,20240501,1098,Social,Mobile,4,810,,SUMMER
WEB-00021104,20250903,1672,Direct,Tablet,7,256,,SUMMER
WEB-00021105,20240304,485,Social,Desktop,6,842,,NONE
WEB-00021106,20220514,1691,Direct,Desktop,5,170,,VIP
WEB-00021107,20231206,109,Affiliate,Mobile,4,1018,,BIKEPRO
WEB-00021108,20240428,476,Social,Tablet,5,1666,,NONE
WEB-00021109,20231008,1030,Paid Search,Mobile,2,111,,WINTER
WEB-00021110,20220506,585,Affiliate,Tablet,1,1523,,VIP
WEB-00021111,20221210,988,Affiliate,Desktop,6,1260,SO-2025-840923,WELCOME
WEB-00021112,20251214,206,Social,Mobile,1,1776,,SUMMER
WEB-00021113,20231128,1375,Organic Search,Tablet,12,454,,BIKEPRO
WEB-00021114,20240629,854,Referral,Tablet,1,1164,SO-2025-241085,WELCOME
WEB-00021115,20220330,1820,Email,Mobile,2,930,,BIKEPRO
WEB-00021116,20240311,951,Paid Search,Desktop,6,1477,,NONE
WEB-00021117,20240909,834,Direct,Mobile,4,366,,WELCOME
WEB-00021118,20220805,1603,Organic Search,Desktop,5,1595,SO-2022-490152,WELCOME
WEB-00021119,20230415,1438,Social,Tablet,7,1764,,BIKEPRO
WEB-00021120,20220630,1711,Affiliate,Tablet,5,1502,SO-2023-472300,SUMMER
WEB-00021121,20220904,1290,Affiliate,Mobile,1,289,,BIKEPRO
WEB-00021122,20250302,1070,Social,Mobile,4,307,,SUMMER
WEB-00021123,20220606,1377,Paid Search,Mobile,2,489,,WELCOME
WEB-00021124,20240604,883,Direct,Tablet,9,1512,,WELCOME
WEB-00021125,20230430,1883,Organic Search,Tablet,2,1444,SO-2023-711901,WELCOME
WEB-00021126,20240507,353,Referral,Mobile,9,331,,BIKEPRO
WEB-00021127,20241223,381,Organic Search,Mobile,10,362,,BIKEPRO
WEB-00021128,20240518,1972,Referral,Desktop,3,1542,,BIKEPRO
WEB-00021129,20231023,352,Social,Desktop,3,460,,VIP
WEB-00021130,20241203,1279,Referral,Desktop,1,16,,NONE
WEB-00021131,20241130,26,Paid Search,Tablet,10,68,SO-2023-632126,VIP
WEB-00021132,20251102,1095,Referral,Mobile,4,1212,,SUMMER
WEB-00021133,20230824,1057,Organic Search,Desktop,7,652,,VIP
WEB-00021134,20250823,1726,Organic Search,Tablet,8,278,,BIKEPRO
WEB-00021135,20241112,311,Email,Tablet,6,726,,NONE
WEB-00021136,20250723,271,Direct,Mobile,2,1078,,WINTER
WEB-00021137,20230312,387,Affiliate,Tablet,2,1793,,NONE
WEB-00021138,20230726,966,Social,Desktop,5,309,SO-2025-131251,BIKEPRO
WEB-00021139,20250410,559,Email,Desktop,4,1789,,SUMMER
WEB-00021140,20231122,1289,Direct,Tablet,13,815,,WINTER
WEB-00021141,20240920,1179,Email,Tablet,1,1392,,BIKEPRO
WEB-00021142,20220614,653,Referral,Desktop,4,127,,SUMMER
WEB-00021143,20221028,1657,Email,Mobile,6,1727,,BIKEPRO
WEB-00021144,20251103,1989,Social,Tablet,8,735,,WINTER
WEB-00021145,20250106,510,Organic Search,Tablet,1,1726,,BIKEPRO
WEB-00021146,20250226,866,Organic Search,Desktop,1,1757,,BIKEPRO
WEB-00021147,20231203,841,Affiliate,Mobile,4,42,SO-2025-151951,VIP
WEB-00021148,20220907,626,Affiliate,Mobile,2,983,,WELCOME
WEB-00021149,20240930,746,Social,Mobile,4,397,SO-2023-996238,BIKEPRO
WEB-00021150,20240804,422,Social,Desktop,2,90,,SUMMER
WEB-00021151,20230924,937,Affiliate,Tablet,8,770,,WELCOME
WEB-00021152,20220529,1333,Affiliate,Desktop,4,221,,SUMMER
WEB-00021153,20240601,1443,Affiliate,Mobile,2,1727,,BIKEPRO
WEB-00021154,20251103,250,Referral,Desktop,4,1303,SO-2023-151847,SUMMER
WEB-00021155,20220706,145,Referral,Tablet,3,1114,,NONE
WEB-00021156,20230210,610,Email,Tablet,5,1716,,BIKEPRO
WEB-00021157,20240129,1620,Social,Mobile,5,219,,WINTER
WEB-00021158,20241030,1291,Email,Desktop,5,1682,,BIKEPRO
WEB-00021159,20250111,1600,Social,Tablet,5,1691,SO-2025-732346,SUMMER
WEB-00021160,20220618,1609,Referral,Mobile,4,347,,WELCOME
WEB-00021161,20230330,1251,Affiliate,Mobile,8,226,,WELCOME
WEB-00021162,20250516,743,Direct,Mobile,7,582,,BIKEPRO
WEB-00021163,20230530,1241,Referral,Tablet,6,1497,,NONE
WEB-00021164,20230718,1203,Social,Tablet,5,951,,WINTER
WEB-00021165,20221113,1000,Referral,Desktop,6,596,,WINTER
WEB-00021166,20241017,64,Direct,Mobile,6,738,SO-2022-707826,SUMMER
WEB-00021167,20231101,168,Paid Search,Mobile,5,1405,,BIKEPRO
WEB-00021168,20240302,1157,Social,Mobile,2,1030,,WINTER
WEB-00021169,20230819,1099,Referral,Tablet,6,1554,,VIP
WEB-00021170,20220403,762,Organic Search,Mobile,1,656,,BIKEPRO
WEB-00021171,20240218,242,Social,Mobile,4,1277,,SUMMER
WEB-00021172,20240427,969,Email,Desktop,7,1528,,VIP
WEB-00021173,20250605,889,Referral,Mobile,4,1126,,NONE
WEB-00021174,20250815,1942,Referral,Tablet,2,1540,,WINTER
WEB-00021175,20240117,1596,Social,Mobile,2,670,,VIP
WEB-00021176,20220202,1872,Direct,Desktop,8,224,SO-2024-215293,WINTER
WEB-00021177,20251113,794,Referral,Tablet,3,632,,SUMMER
WEB-00021178,20230329,1812,Referral,Desktop,2,1195,SO-2025-139293,VIP
WEB-00021179,20250127,481,Direct,Mobile,9,636,,SUMMER
WEB-00021180,20231005,1648,Affiliate,Mobile,9,288,,SUMMER
WEB-00021181,20250130,773,Email,Tablet,8,1529,,WELCOME
WEB-00021182,20220101,664,Email,Desktop,3,1422,,WINTER
WEB-00021183,20230507,1049,Paid Search,Tablet,4,245,,SUMMER
WEB-00021184,20250401,793,Referral,Tablet,3,752,,BIKEPRO
WEB-00021185,20220826,920,Direct,Desktop,11,876,,SUMMER
WEB-00021186,20221109,1376,Affiliate,Desktop,6,1392,SO-2023-242697,VIP
WEB-00021187,20221213,37,Referral,Tablet,4,1124,,NONE
WEB-00021188,20251022,801,Social,Desktop,3,1117,,WINTER
WEB-00021189,20250322,524,Social,Mobile,1,141,SO-2025-153037,BIKEPRO
WEB-00021190,20231128,615,Affiliate,Desktop,4,575,,WINTER
WEB-00021191,20230701,1098,Social,Desktop,1,1585,,NONE
WEB-00021192,20250508,1932,Direct,Mobile,1,41,,VIP
WEB-00021193,20220101,1275,Paid Search,Mobile,2,1398,,BIKEPRO
WEB-00021194,20230430,512,Affiliate,Desktop,4,977,,SUMMER
WEB-00021195,20250208,1265,Email,Desktop,12,365,,SUMMER
WEB-00021196,20220225,1793,Social,Mobile,6,1105,,WINTER
WEB-00021197,20250808,511,Social,Mobile,1,560,SO-2024-625288,WINTER
WEB-00021198,20230325,1193,Direct,Mobile,1,1436,,SUMMER
WEB-00021199,20231120,467,Affiliate,Mobile,8,1761,,WELCOME
WEB-00021200,20240712,253,Direct,Desktop,3,1674,,WELCOME
WEB-00021201,20230127,541,Paid Search,Tablet,4,236,,WELCOME
WEB-00021202,20220916,1896,Organic Search,Mobile,5,1536,SO-2023-215938,WELCOME
WEB-00021203,20221210,1379,Social,Mobile,6,1191,,SUMMER
WEB-00021204,20250202,213,Direct,Tablet,5,1279,,WELCOME
WEB-00021205,20220204,1049,Paid Search,Desktop,4,757,,WINTER
WEB-00021206,20240911,641,Social,Tablet,8,510,,WELCOME
WEB-00021207,20240403,1123,Organic Search,Desktop,3,656,,WELCOME
WEB-00021208,20240205,365,Direct,Mobile,4,1173,SO-2025-340832,NONE
WEB-00021209,20220314,1069,Paid Search,Desktop,7,1166,,WELCOME
WEB-00021210,20220724,1271,Email,Tablet,10,1527,,NONE
WEB-00021211,20251006,1023,Organic Search,Mobile,6,1270,,NONE
WEB-00021212,20240724,1283,Affiliate,Desktop,10,24,,VIP
WEB-00021213,20250323,376,Referral,Mobile,9,396,,BIKEPRO
WEB-00021214,20221223,1988,Social,Tablet,1,867,,WELCOME
WEB-00021215,20240809,376,Email,Mobile,6,227,,BIKEPRO
WEB-00021216,20220628,1377,Email,Mobile,2,1262,,NONE
WEB-00021217,20230609,301,Organic Search,Mobile,5,635,,NONE
WEB-00021218,20240822,152,Organic Search,Tablet,5,919,,BIKEPRO
WEB-00021219,20230807,943,Email,Mobile,1,1460,,WELCOME
WEB-00021220,20220830,1506,Social,Desktop,13,1424,,WINTER
WEB-00021221,20250401,1843,Referral,Desktop,1,1407,,WINTER
WEB-00021222,20240215,1457,Email,Tablet,7,1510,,VIP
